name,type,status,latitude,longitude,address,country,zip,timeZone
"DDT9","Delivery Station","Active","42.26557","-83.51806","Michigan Ave, Canton, MI","United States","","America/Detroit (UTC:-04:00)"
"DDV2","Delivery Station","Active","39.92708","-104.97358","900 East 128th Avenue, Thornton, CO","United States","80241","America/Denver (UTC:-06:00)"
"DDV3","Delivery Station","Active","39.98504","-104.99305","400 West 160th Avenue, Broomfield, CO","United States","80023","America/Denver (UTC:-06:00)"
"DDV4","Delivery Station","Active","39.55684","-104.84215","Liberty Blvd and S Peoria St, Centennial, CO","United States","","America/Denver (UTC:-06:00)"
"DDV5","Delivery Station","Active","39.75651","-104.75526","2889 Himalaya Road, Aurora, CO","United States","80011","America/Denver (UTC:-06:00)"
"DDW1","Delivery Station","Active","39.09148","-76.89657","14601 Sweitzer Lane, Laurel, MD","United States","20707","America/New_York (UTC:-04:00)"
"DDW4","Delivery Station","Idle","38.82085","-76.93615","4900 Beech Place, Temple HIlls, MD","United States","20748","America/New_York (UTC:-04:00)"
"DDW7","Delivery Station","Active","39.02556","-76.9129","10406 Tucker Street, Beltsville, MD","United States","20705","America/New_York (UTC:-04:00)"
"DDX2","Delivery Station","Active","33.17475","-96.59635","1398 Industrial Boulevard, McKinney, TX","United States","75069","America/Chicago (UTC:-05:00)"
"DDX3","Delivery Station","Idle","32.87711","-96.98399","3100 State Highway 161, DFW Airport, TX","United States","75050","America/Chicago (UTC:-05:00)"
"DDX6","Delivery Station","Active","33.21404","-96.81","16399 Gateway Path, Frisco, TX","United States","75078","America/Chicago (UTC:-05:00)"
"DDX7","Delivery Station","Active","32.73467","-96.41043","Highway 80 and Gateway Boulevard, Forney, TX","United States","75126","America/Chicago (UTC:-05:00)"
"DEB2","Delivery Station","Active","41.80652","-72.61203","240 Ellington Rd, South Windsor, CT","United States","06074","America/New_York (UTC:-04:00)"
"DED1","Fulfillment Center","Active","28.77376","77.13119","Block-C, Horizon Urban Logistics Park - West Delhi, New Delhi, Delhi","India","110036","Asia/Kolkata (UTC:+05:30)"
"DED2","Traditional Non-Sort","Active","28.94088","-81.25927","2600 North Normandy Boulevard, Deltona, FL","United States","32725","America/New_York (UTC:-04:00)"
"DED3","Fulfillment Center","Active","28.46586","76.80164","Block J2, In Shail  Embassy Industrial Park, Gurugram, Haryana","India","122506","Asia/Kolkata (UTC:+05:30)"
"DED4","Fulfillment Center","Active","28.25962","77.16301","Village Rahaka and Rani Ka Singola, Gurugram, Haryana","India","122103","Asia/Kolkata (UTC:+05:30)"
"DED5","Fulfillment Center","Active","28.25952","77.16408","Village Rahaka and Rani Ka Singola, Gurugram, Haryana","India","122102","Asia/Kolkata (UTC:+05:30)"
"DED6","Fulfillment Center","Active","28.21189","76.95127","B300, Khewat 2/2, Rectangle No. 34, Killa No. 11/2/1, Mewat, Haryana","India","122005","Asia/Kolkata (UTC:+05:30)"
"DEH1","Delivery Station","Active","55.88169","-3.65207","Unit 380, Bathgate","United Kingdom","EH48 2EA","Europe/London (UTC:+01:00)"
"DEI1","Delivery Station","Idle","27.8702","-82.50462","6604 S Dale Mabry Hwy, Tampa, FL","United States","33611","America/New_York (UTC:-04:00)"
"DEI2","Delivery Station","Idle","28.4687","-82.4823","2200 Anderson Snow Rd, Spring Hill, FL","United States","34609","America/New_York (UTC:-04:00)"
"DEJ1","Delivery Station","Active","35.78729","139.74733","4-3342-1  Ryoke, Kawaguchi, Saitama","Japan","332-0004","Asia/Tokyo (UTC:+09:00)"
"DEJ2","Delivery Station","Active","35.80757","139.54604","3-2-16 Owada, Niiza, Saitama","Japan","352-0004","Asia/Tokyo (UTC:+09:00)"
"DEJ3","Delivery Station","Active","35.49412","139.67471","2-2-26 Namamugi, Tsurumi-ku, Yokohama, Kanagawa","Japan","230-0052","Asia/Tokyo (UTC:+09:00)"
"DEJ4","Delivery Station","Active","35.80467","139.66467","4-3-76, Niizominami, Toda, Saitama","Japan","335-0026","Asia/Tokyo (UTC:+09:00)"
"DEJ5","Delivery Station","Active","35.82774","139.86754","3-4-1, 4-2 Inter-Minami, Misato, Saitama","Japan","341-0059","Asia/Tokyo (UTC:+09:00)"
"DEJ6","Delivery Station","Active","35.51483","139.59075","412 Kawamukocho,  Tsuzuki-ku, Yokohama, Kanagawa","Japan","224-0044","Asia/Tokyo (UTC:+09:00)"
"DEJ7","Delivery Station","Active","35.68026","139.98889","2-4-7 Hamacho, Funabashi, Chiba","Japan","273-0012","Asia/Tokyo (UTC:+09:00)"
"DEJ8","Delivery Station","Active","35.94832","139.58011","420  Tsutsumisaki, Ageo, Saitama","Japan","362-0054","Asia/Tokyo (UTC:+09:00)"
"DEJ9","Delivery Station","Active","35.37858","139.53059","775-1 Shichinoku, Totsuka-cho, Totsuka-ku, Yokohama, Kanagawa","Japan","244-0003","Asia/Tokyo (UTC:+09:00)"
"DEL2","Fulfillment Center","Active","28.22576","76.94597","Unit No. 1 Khewat/ Khata No: 373/ 400 Mustatil No 31, Taoru Road, Tauru, Haryana","India","","Asia/Kolkata (UTC:+05:30)"
"DEL4","Fulfillment Center","Active","28.36719","76.85474","Khasra No.35/18,35/17 & 35/23/1 of Village Jamalpur, Gurugram, Haryana","India","","Asia/Kolkata (UTC:+05:30)"
"DEL41","Delivery Station","Active","28.72209","77.16195","Plot No.12, Rajasthani Udyog Nagar, GT Kamal Road, Delhi, Delhi","India","110033","Asia/Kolkata (UTC:+05:30)"
"DEL42","Delivery Station","Active","28.53066","77.28306","Plot No B 13 to 15, Okhla Industrial Area Phase I, New Delhi, Delhi","India","110020","Asia/Kolkata (UTC:+05:30)"
"DEL43","Delivery Station","Active","28.62405","77.30458","Building No. 5, East Vinod Nagar Depot, Delhi, Delhi","India","110091","Asia/Kolkata (UTC:+05:30)"
"DEL44","Delivery Station","Active","28.48927","77.06498","GP-38, Sector 18, Maruti Udyog, Udyog Vihar, Gurugram, Haryana","India","122001","Asia/Kolkata (UTC:+05:30)"
"DEL47","Delivery Station","Active","28.65885","77.46329","CWC,, Ghaziabad, Uttar Pradesh","India","","Asia/Kolkata (UTC:+05:30)"
"DEL48","Delivery Station","Active","28.67517","77.3116","B-20, Jhilmil Industrial Area, Shahdara, Delhi, Delhi","India","110095","Asia/Kolkata (UTC:+05:30)"
"DEL49","Sort Center","Active","28.39358","76.89516","Mustil No: 30 Killa No: 12/2, 19, 20, 21/1, 22, Gurugram, Haryana","India","122001","Asia/Kolkata (UTC:+05:30)"
"DEL5","Fulfillment Center","Active","28.29812","76.86099","Bhorakalan, Tehsil Pataudi & Binola, Tehsil Manesar, District Gurugram, Gurugram, Haryana","India","","Asia/Kolkata (UTC:+05:30)"
"DEL71","Sort Center","Active","28.37059","76.85169","Jamalpur Tehsil Farukhnagar District, Gurugram, Haryana","India","122503","Asia/Kolkata (UTC:+05:30)"
"DEL80","Delivery Station","Active","28.55341","77.10511","G. T. Karnal Road, Delhi, Delhi","India","110033","Asia/Kolkata (UTC:+05:30)"
"DEL81","Delivery Station","Active","28.61484","77.20709","ACLC II Facility, Unit nos. S7-S10,, New Delhi, Delhi","India","110037","Asia/Kolkata (UTC:+05:30)"
"DEL82","Delivery Station","Active","28.60659","77.08159","RZ 29/2, Durga Puri, Dabri Palam Road, Delhi, Delhi","India","110045","Asia/Kolkata (UTC:+05:30)"
"DEL84","Delivery Station","Active","28.48934","77.3022","A-25,, New Delhi, Delhi","India","110044","Asia/Kolkata (UTC:+05:30)"
"DEL86","Delivery Station","Active","28.64527","77.19483","Plot No. 5, Pusa Road, Karol Bagh, New Delhi, Delhi","India","110005","Asia/Kolkata (UTC:+05:30)"
"DEL86d","Delivery Station","Active","28.64529","77.19495","Plot No. 5, Pusa Road, New Delhi, Delhi","India","110005","Asia/Kolkata (UTC:+05:30)"
"DEL86e","Delivery Station","Active","28.64765","77.213","Plot no. 83/31, Block C, Shidipura, Karol Bagh, New Delhi, DELHI","India","110005","Asia/Kolkata (UTC:+05:30)"
"DEL88","Sort Center","Active","28.56728","77.12187","CUDCT, Mezzanine Floor, Room No. M6, New Delhi, Delhi","India","11037","Asia/Kolkata (UTC:+05:30)"
"DEL89","Delivery Station","Active","28.55695","77.09565","ACLC 2B, Unit nos. N8-N13, Gnd Floor,, New Delhi, Delhi","India","110037","Asia/Kolkata (UTC:+05:30)"
"DEL94","Sort Center","Active","28.48253","76.80662","Block L1, Farukhnagar Logistics Park LLP,, Gurugram, Haryana","India","122506","Asia/Kolkata (UTC:+05:30)"
"DEL95","Sort Center","Active","28.55571","77.09502","ACLC 2B,Near New ATC Tower,, New Delhi, Delhi","India","","Asia/Kolkata (UTC:+05:30)"
"DEN2","Traditional Non-Sort","Active","39.74651","-104.72569","22205 East 19th Avenue, Aurora, CO","United States","80019","America/Denver (UTC:-06:00)"
"DEN3","AR Sortable","Active","39.96136","-104.98316","14601 Grant Street, Thornton, CO","United States","80023","America/Denver (UTC:-06:00)"
"DEN4","AR Sortable","Active","38.77295","-104.71697","4222 Integration Loop, Colorado Springs, CO","United States","80911","America/Denver (UTC:-06:00)"
"DEN5","Sort Center","Active","39.7677","-104.75575","19799 East 36th Drive, Aurora, CO","United States","80011","America/Denver (UTC:-06:00)"
"DEN6","AFO","Active","39.79406","-104.98108","480 East 55th Avenue, Denver, CO","United States","80216","America/Denver (UTC:-06:00)"
