name,type,status,latitude,longitude,address,country,zip,timeZone
"IXC41a","Delivery Station","Active","30.66523","76.8411","Plot No. 392 Industrial Area Phase 1, Panchkula, PB","India","134109","Asia/Kolkata (UTC:+05:30)"
"IXD40","Delivery Station","Active","25.49093","81.66507","Khasra No. 374 Min., Rasulabad alias Koylah, Allahabad, Uttar Pradesh","India","212208","Asia/Kolkata (UTC:+05:30)"
"JAI80","Sort Center","Active","26.79973","75.67733","Plot Nos. DTA-01-01B to 01F, JAIPUR, Rajasthan","India","302037","Asia/Kolkata (UTC:+05:30)"
"JAI84","Delivery Station","Active","26.94874","75.7624","128, Jhotwara Industrial Area, Jhotwara, Jaipur, Rajasthan","India","302012","Asia/Kolkata (UTC:+05:30)"
"JAN1","AR Sortable","Active","32.59686","-90.10346","219 Madison County Pkwy, Canton, MS","United States","39046","America/Chicago (UTC:-05:00)"
"JAX2","AR Sortable","Active","30.46506","-81.68147","12900 Pecan Park Road, Jacksonville, FL","United States","32218","America/New_York (UTC:-04:00)"
"JAX3","Traditional Non-Sort","Active","30.24893","-81.86429","13333 103rd Street, Jacksonville, FL","United States","32210","America/New_York (UTC:-04:00)"
"JAX5","Sort Center","Active","30.38538","-81.79026","4948 Bulls Bay Highway, Jacksonville, FL","United States","32219","America/New_York (UTC:-04:00)"
"JAX7","Mixed","Active","30.42531","-81.62319","10501 Cold Storage Road, Jacksonville, FL","United States","32218","America/New_York (UTC:-04:00)"
"JAX9","Sort Center","Active","30.27027","-81.88963","13450 Waterworks St, Jacksonville, FL","United States","32221","America/New_York (UTC:-04:00)"
"JBW4","Books","Active","39.19204","-77.2452","20936 Germantown Road, Germantown, MD","United States","20876","America/New_York (UTC:-04:00)"
"JDC1","Books","Idle","38.90498","-77.06063","3040 M Street, NW, Washington, DC","United States","20007","America/New_York (UTC:-04:00)"
"JDH40","Delivery Station","Active","26.25894","73.00389","12B (9) Heavy Industrial Area, Jodhpur, Rajasthan","India","342001","Asia/Kolkata (UTC:+05:30)"
"JED3","Mixed","Active","21.48851","39.16227","al sarawat jeddah, KSA, Jeddah","Saudi Arabia","","Asia/Riyadh (UTC:+03:00)"
"JED4","Mixed","Active","21.47804","39.16997","Bonded and Re-Export Zone, Jeddah","Saudi Arabia","22311","Asia/Riyadh (UTC:+03:00)"
"JFK14","Office","Active","40.74902","-73.9853","7 West 34th Street, New York, NY","United States","10001","America/New_York (UTC:-04:00)"
"JFK2","AFO","Active","40.74902","-73.9853","7 West 34th Street, New York, NY","United States","10001","America/New_York (UTC:-04:00)"
"JFK8","AR Sortable","Active","40.61918","-74.18818","546 Gulf Avenue, Staten Island, NY","United States","10314","America/New_York (UTC:-04:00)"
"JFK9","Fresh","Active","40.74343","-73.49026","80 Grumman Road West, Bethpage, NY","United States","11714","America/New_York (UTC:-04:00)"
"JHW1","Returns","Active","38.76856","-104.70567","4333 Integration Loop, Colorado Springs, CO","United States","80916","America/Denver (UTC:-06:00)"
"JJF1","Books","Active","40.74902","-73.9853","7 W 34th Street, New York, NY","United States","10001","America/New_York (UTC:-04:00)"
"JJF2","Books","Idle","40.76855","-73.98319","10 Columbus Circle, New York, NY","United States","10019","America/New_York (UTC:-04:00)"
"JPX1","Fulfillment Center","Active","26.94895","75.76184","Plot No. 128, Jaipur, Rajasthan","India","302016","Asia/Kolkata (UTC:+05:30)"
"JUL40","Delivery Station","Active","31.31858","75.61501","Khasra No. 9147/2/2, GT Road Bypass, Near Surya Enclave Gate, Jalandhar, Punjab","India","144009","Asia/Kolkata (UTC:+05:30)"
"JVL1","Traditional Non-Sort","Active","42.50773","-88.97149","1255 Gateway Boulevard, Beloit, WI","United States","53511","America/Chicago (UTC:-05:00)"
"JXA15","XPT","Active","35.07029","135.75356","22-2 Kamigamo icchoguchi-cho, Kita-ku, Kyoto, Kyoto","Japan","603-8017","Asia/Tokyo (UTC:+09:00)"
"JXA33","XPT","Active","34.21052","132.58238","8-2-8 Agaminami, Kure, Hiroshima","Japan","737-0004","Asia/Tokyo (UTC:+09:00)"
"JXA64","XPT","Active","34.61531","135.58148","3-4-25 Atobehonmachi, Yao, Osaka","Japan","581-0064","Asia/Tokyo (UTC:+09:00)"
"JXA72","XPT","Active","34.98244","135.72589","26-2 Kisshoin Maegawara-cho, Minami-ku, Kyoto, Kyoto","Japan","601-8304","Asia/Tokyo (UTC:+09:00)"
"JXA76","XPT","Active","34.96518","135.74607","28 Kamitoba Minamihanana-cho, Minami-ku, Kyoto, Kyoto","Japan","601-8126","Asia/Tokyo (UTC:+09:00)"
"JXD30","XPT","Active","42.79234","141.61821","1007-75  Izumizawa, Chitose, Hokkaido","Japan","066-0051","Asia/Tokyo (UTC:+09:00)"
"JXD89","Offsite","Active","35.47812","139.64802","3  Izuta-cho,  Kanagawa-ku, Yokohama, Kanagawa","Japan","221-0032","Asia/Tokyo (UTC:+09:00)"
"JXE35","Offsite","Active","35.79597","139.57441","8-6-30 Nobidome, Niiza, Saitama","Japan","352-0011","Asia/Tokyo (UTC:+09:00)"
"JXE36","Offsite","Active","35.79545","139.77667","2-7-15 Nishi-iko, Adachi-ku, Tokyo","Japan","121-0824","Asia/Tokyo (UTC:+09:00)"
"JXE45","Offsite","Active","35.66947","139.43797","4-56-6,-7,-8,-9,-10,-11,51 Yotsuya, Fuchu, Tokyo","Japan","183-0035","Asia/Tokyo (UTC:+09:00)"
"JXE68","AMPL","Active","33.85734","130.70484","16-22 Miyoshinomachi, YahataNishi-ku, Kitakyushu, Fukuoka","Japan","807-0865","Asia/Tokyo (UTC:+09:00)"
"JXE69","Offsite","Active","35.68026","139.98888","2-4-7 Hamacho, Funabashi, Chiba","Japan","273-0012","Asia/Tokyo (UTC:+09:00)"
"JXE70","XPT","Active","35.66721","139.43936","5-chome Yotsuya, Fuchu, Tokyo","Japan","183-0035","Asia/Tokyo (UTC:+09:00)"
"JXE71","Hub","Active","35.66306","139.8802","6-36-13 Higashi-kasai, Edogawa-ku, Tokyo","Japan","134-0084","Asia/Tokyo (UTC:+09:00)"
"JXE73","XPT","Active","35.37857","139.53057","775-1 Shichinoku, Totsuka-cho, Totsuka-ku, Yokohama, Kanagawa","Japan","244-0003","Asia/Tokyo (UTC:+09:00)"
"JXE74","Offsite","Active","34.8601","135.74239","1 Nojirijogiwa, Yawata, Kyoto","Japan","614-8195","Asia/Tokyo (UTC:+09:00)"
"JXE75","XPT","Active","35.68118","139.57448","3-2-38 Shinkawa, Mitaka, Tokyo","Japan","181-0004","Asia/Tokyo (UTC:+09:00)"
"JXE81","XPT","Active","35.71091","139.69249","1-4-1 Kamiochiai, Shinjuku-ku, Tokyo","Japan","161-0034","Asia/Tokyo (UTC:+09:00)"
"JXE83","XPT","Active","34.45977","133.39884","4-8-4 Shingai-cho, Fukuyama, Hiroshima","Japan","721-0955","Asia/Tokyo (UTC:+09:00)"
"JXE85","XPT","Active","34.42062","132.75023","18-1 Sukezane, Saijyo-cho, Higashi Hiroshima, Hiroshima","Japan","739-0021","Asia/Tokyo (UTC:+09:00)"
"JXE86","XPT","Active","34.40683","135.32117","3-5-1 Ichibanishi, Izumisano, Osaka","Japan","598-0006","Asia/Tokyo (UTC:+09:00)"
"JXE87","XPT","Active","35.01485","137.04528","27 Honden, Nishimachi, Chiryu, Aichi","Japan","472-0023","Asia/Tokyo (UTC:+09:00)"
"JXE88","AMPL","Active","34.74105","134.87782","353-1 Takahata, Hiraoka-cho, Kakogawa, Hyogo","Japan","675-0103","Asia/Tokyo (UTC:+09:00)"
"JXF02","XPT","Active","35.69058","139.79176","1-5-17 Chitose, Sumida-ku, Tokyo","Japan","130-0025","Asia/Tokyo (UTC:+09:00)"
"JXF52","AMXL","Active","34.93662","135.75279","29 Shimazu-cho, Fushimi-ku, Kyoto, Kyoto","Japan","612-8377","Asia/Tokyo (UTC:+09:00)"
"JXF54","XPT","Active","35.52219","140.1093","2-22-6 Kimizuka, Ichihara, Chiba","Japan","290-0051","Asia/Tokyo (UTC:+09:00)"
"JXF65","XPT","Active","33.23763","130.50772","576-1  Kurakazu, Chikugo-shi, Fukuoka","Japan","833-0054","Asia/Tokyo (UTC:+09:00)"
"JXF66","XPT","Active","33.25341","130.26414","3132-2 Nabeshimamachi, Saga-shi, Saga","Japan","840-0857","Asia/Tokyo (UTC:+09:00)"
"JXF88","XPT","Active","26.61278","127.97014","1219-151 Biimata, Nago, Okinawa","Japan","905-0005","Asia/Tokyo (UTC:+09:00)"
"JXF91","XPT","Active","43.55374","141.92535","1-48-8 Higashimachi, Takikawa, Hokkaido","Japan","073-0024","Asia/Tokyo (UTC:+09:00)"
"JXF92","XPT","Active","35.48697","136.90539","5-15 Higashifukuno, Seki, Gifu","Japan","501-3242","Asia/Tokyo (UTC:+09:00)"
"JXF95","XPT","Active","35.37892","136.61286","5-chome-148-1 Nakanocho, Ogaki, Gifu","Japan","503-0022","Asia/Tokyo (UTC:+09:00)"
"JXF97","XPT","Active","35.38507","137.08704","1697-1 Omori, Kani, Gifu","Japan","509-0238","Asia/Tokyo (UTC:+09:00)"
"JXF98","XPT","Active","34.99226","137.14298","6-1 Ohwake, Kitano-cho, Okazaki, Aichi","Japan","444-0951","Asia/Tokyo (UTC:+09:00)"
"JXF99","XPT","Active","34.98096","136.6139","1-19 Shimizucho, Yokkaichi, Mie","Japan","510-0814","Asia/Tokyo (UTC:+09:00)"
"JXG1","XPT","Active","35.0289","136.66935","461-1 Kaki, Asahi, Mie","Japan","510-8103","Asia/Tokyo (UTC:+09:00)"
"JXG12","XPT","Active","34.68106","135.59519","3-chome-5-10 Nagatahigashi, Higashiosaka, Osaka","Japan","577-0012","Asia/Tokyo (UTC:+09:00)"
"JXG13","XPT","Active","34.72574","135.59438","20-9 Higashidacho, Kadoma, Osaka","Japan","571-0034","Asia/Tokyo (UTC:+09:00)"
"JXG3","XPT","Active","34.83176","135.22645","3-chome-20-20 Arino Nakamachi Kita Ward, Kobe, Hyogo","Japan","651-1313","Asia/Tokyo (UTC:+09:00)"
"JXG6","XPT","Active","38.56254","140.95316","2-2-10 Furukawakitainaba, Osaki, Miyagi","Japan","989-6145","Asia/Tokyo (UTC:+09:00)"
"JXG7","XPT","Active","38.4297","141.27887","5-chome-2-2, Ishinomaki, Miyagi","Japan","986-0856","Asia/Tokyo (UTC:+09:00)"
"KABQ","Amazon Air","Active","35.02832","-106.62784","3730 Spirit Dr SE, Albuquerque, NM","United States","87106","America/Denver (UTC:-06:00)"
"KAFW","Amazon Air","Active","32.98393","-97.32383","301 Intermodal Parkway, Haslet, TX","United States","76177","America/Chicago (UTC:-05:00)"
"KBOI","Amazon Air","Active","43.56957","-116.21709","3201 Airport Way, Boise, ID","United States","83705","America/Boise (UTC:-06:00)"
"KBWI","Amazon Air","Active","39.17122","-76.68288","27350 Mathison Way, Baltimore, MD","United States","21240","America/New_York (UTC:-04:00)"
"KCM1","Retail","Active","40.05163","-82.91571","3985 Gramercy St, Columbus, OH","United States","43219","America/New_York (UTC:-04:00)"
"KCVG","Amazon Air","Active","39.05991","-84.66393","289 Wendell H. Ford Boulevard, Erlanger, KY","United States","41005","America/New_York (UTC:-04:00)"
"KDEN","Amazon Air","Active","39.8339","-104.66667","7644 Undergrove Street, Denver, CO","United States","80249","America/Denver (UTC:-06:00)"
"KGEG","Amazon Air","Active","47.62279","-117.52271","9000 W Airport Dr, Spokane, WA","United States","99224","America/Los_Angeles (UTC:-07:00)"
"KIAH","Amazon Air","Active","29.99674","-95.31083","19175 Lee Road, East Cargo II, Humble, TX","United States","77338","America/Chicago (UTC:-05:00)"
"KILN","Amazon Air","Active","39.43773","-83.78386","1113 Airport Road, Wilmington, OH","United States","45177","America/New_York (UTC:-04:00)"
"KIO1","Retail","Active","33.7199","-117.7924","13672 Jamboree Rd, Irvine, CA","United States","13672","America/Los_Angeles (UTC:-07:00)"
"KIO2","Sublease and Storage","Active","40.96652","-74.0748","30 East Ridgewood Avenue, Paramus, NJ","United States","07652","America/New_York (UTC:-04:00)"
"KIX1","Traditional Sortable","Active","34.60414","135.45163","1-38, 1-46, 138-7, Chikkoyawata-machi, Sakai-ku, Sakai, Osaka","Japan","590-0901","Asia/Tokyo (UTC:+09:00)"
"KIX2","Traditional Non-Sort","Active","34.71285","135.63329","2-1-1 Midorigaoka, Daito, Osaka","Japan","574-0073","Asia/Tokyo (UTC:+09:00)"
"KIX3","AR Sortable","Active","34.82705","135.567","2-1, Matsushitacho, Ibaraki, Osaka","Japan","567-0026","Asia/Tokyo (UTC:+09:00)"
"KIX4","Traditional Softline","Active","34.5869","135.58469","4-435 Tsudo, Fujiidera, Osaka","Japan","583-0037","Asia/Tokyo (UTC:+09:00)"
"KIX5","AR Sortable","Active","34.83989","135.72601","1 Matsui Miyaden, Kyotanabe, Kyoto","Japan","610-0342","Asia/Tokyo (UTC:+09:00)"
"KIX6","AR Sortable","Active","34.69581","135.40232","20-1 Higashikaigancho, Amagasaki, Hyogo","Japan","660-0843","Asia/Tokyo (UTC:+09:00)"
"KIX7","Traditional Sortable","Active","34.71346","135.39878","7-1-10  Doi-cho, Amagasaki, Hyogo","Japan","660-0083","Asia/Tokyo (UTC:+09:00)"
"KLAL","Amazon Air","Active","27.99272","-82.03214","Lakeland Linder International Airport, Lakeland, FL","United States","33811","America/New_York (UTC:-04:00)"
"KLAS","Amazon Air","Active","36.08401","-115.12595","1855 Aller Dr, Las Vegas, NV","United States","89119","America/Los_Angeles (UTC:-07:00)"
"KMHT","Amazon Air","Active","42.93018","-71.43688","Manchester-Boston Regional Airport, Manchester, NH","United States","03103","America/New_York (UTC:-04:00)"
"KNU40","Delivery Station","Active","26.45045","80.28559","155-B Kanpur Industrial Development Cooperative Estate Limited, Kanpur, Uttar Pradesh","India","208022","Asia/Kolkata (UTC:+05:30)"
"KNU81","Delivery Station","Active","26.42313","80.37142","730, Sahdullapur,, Kanpur, Uttar Pradesh","India","208001","Asia/Kolkata (UTC:+05:30)"
"KOH2","NACF- Devices Global Logistics","Active","39.43614","-84.40431","1001 Logistics Way, Monroe, OH","United States","45044","America/New_York (UTC:-04:00)"
"KOL41","Delivery Station","Active","22.55577","88.38912","54/10 Debendra  Chandra Dey Road, KOLKATA, West Bengal","India","700015","Asia/Kolkata (UTC:+05:30)"
"KRB2","Storage and Distribution Centers (SDC)","Active","37.2006","-77.27793","7000 Hardware Drive, Prince George, VA","United States","23875","America/New_York (UTC:-04:00)"
"KRB3","Kariba","Active","33.45729","-112.23319","8181 West Roosevelt Street, Phoenix, AZ","United States","85043","America/Phoenix (UTC:-07:00)"
"KRB4","Storage and Distribution Centers (SDC)","Active","33.85001","-117.2503","4501 Patterson Avenue, Perris, CA","United States","92571","America/Los_Angeles (UTC:-07:00)"
"KRB5","Apparel","Active","39.59483","-76.00323","600 Principio Parkway West, North East, MD","United States","21901","America/New_York (UTC:-04:00)"
"KRB6","Storage and Distribution Centers (SDC)","Active","41.80982","-88.22276","4200 Ferry Road, Aurora, IL","United States","60502","America/Chicago (UTC:-05:00)"
"KRB9","Storage and Distribution Centers (SDC)","Active","33.35217","-111.64884","8560 E Elliot Rd, Mesa, AZ","United States","85212","America/Phoenix (UTC:-07:00)"
"KRFD","Amazon Air","Active","42.19573","-89.11541","5824 Kishwaukee Road, Rockford, IL","United States","61109","America/Chicago (UTC:-05:00)"
"KRIV","Amazon Air","Active","33.87329","-117.24708","17101 Heacock Street, Moreno Valley, CA","United States","92551","America/Los_Angeles (UTC:-07:00)"
"KSBD","Amazon Air","Active","34.104","-117.23313","2531, 2535 & 2539 E. 3rd Street, San Bernardino, CA","United States","92346","America/Los_Angeles (UTC:-07:00)"
"KSCK","Amazon Air","Active","37.90184","-121.24227","4725 S. B Street, Stockton, CA","United States","95206","America/Los_Angeles (UTC:-07:00)"
"KSF7","Sort Center","Active","51.40302","9.19649","Otto-Hahn-StraÃe 3, Wolfhagen","Germany","34466","Europe/Berlin (UTC:+02:00)"
"KSMF","Amazon Air","Active","38.71234","-121.60226","Sacramento International Airport, Sacramento, CA","United States","95837","America/Los_Angeles (UTC:-07:00)"
"KTW1","Mixed","Active","50.25511","19.20207","Inwestycyjna 19, Sosnowiec","Poland","41-208","Europe/Warsaw (UTC:+02:00)"
"KTW3","AR Sortable","Active","50.26477","18.686","Bojkowska 80, Gliwice","Poland","44-141","Europe/Warsaw (UTC:+02:00)"
"KTW4","Make on Demand","Active","50.26182","19.20083","Inwestycyjna 10, Sosnowiec","Poland","41-208","Europe/Warsaw (UTC:+02:00)"
"KTW5","Traditional Sortable","Active","49.94342","18.40911","Gorzyczki, Gorzyczki","Poland","44-350","Europe/Warsaw (UTC:+02:00)"
"LAL2","Traditional Non-Sort","Active","28.15287","-81.81645","676 C. Fred Jones Blvd, Auburndale, FL","United States","33823","America/New_York (UTC:-04:00)"
"LAL4","Returns","Active","26.49598","-81.81661","8250 Logistics Dr, Fort Myers, FL","United States","33912","America/New_York (UTC:-04:00)"
"LAN1","Lockers +","Active","42.7278","-73.68742","1521 6th Ave, Troy, NY","United States","12180","America/New_York (UTC:-04:00)"
"LAN2","IXD","Active","42.71539","-84.64711","6500 W. Mt. Hope Hwy, Lansing, MI","United States","48917","America/Detroit (UTC:-04:00)"
"LAS1","IXD","Active","35.96501","-115.15183","12300 Bermuda Road, Henderson, NV","United States","89044","America/Los_Angeles (UTC:-07:00)"
"LAS2","Returns","Active","36.22871","-115.10532","3837 Bay Lake Trail, North Las Vegas, NV","United States","89030","America/Los_Angeles (UTC:-07:00)"
"LAS5","Sort Center","Active","36.26337","-115.07768","4410 Nexus Way, Las Vegas, NV","United States","89115","America/Los_Angeles (UTC:-07:00)"
"LAS6","Traditional Non-Sort","Active","36.26693","-115.07417","4550 Nexus Way, Las Vegas, NV","United States","89115","America/Los_Angeles (UTC:-07:00)"
"LAS7","AR Sortable","Active","36.26598","-115.04089","6001 East Tropical Parkway, Las Vegas, NV","United States","89115","America/Los_Angeles (UTC:-07:00)"
"LAS8","Make on Demand","Active","36.26781","-115.04902","5801 North Nicco Way, North Las Vegas, NV","United States","89115","America/Los_Angeles (UTC:-07:00)"
"LAS9","MbA","Active","36.26781","-115.04902","5801 North Nicco Way, North Las Vegas, NV","United States","89115","America/Los_Angeles (UTC:-07:00)"
"LAU2","AMXL","Active","30.20662","-97.70365","7000 Metropolis Drive, Austin, TX","United States","78744","America/Chicago (UTC:-05:00)"
"LAUS1","SPP","Active","30.48184","-97.69845","NEC McNeil Rd and West Louis Henna Blvd, Round Rock, TX","United States","78681","America/Chicago (UTC:-05:00)"
"LAX5","Sort Center","Active","33.86748","-118.02739","6400 Valley View Street, Buena Park, CA","United States","90620","America/Los_Angeles (UTC:-07:00)"
"LAX59","Office","Active","34.14144","-118.15063","257 S. Fair Oaks Ave, Pasadena, CA","United States","91105","America/Los_Angeles (UTC:-07:00)"
"LAX9","IXD","Active","34.05113","-117.44655","11263 Oleander Avenue, Fontana, CA","United States","92337","America/Los_Angeles (UTC:-07:00)"
"LAZ1","SPP","Active","33.34684","-111.60876","Elliott Rd & Signal Butte Rd, Mesa, AZ","United States","85212","America/Phoenix (UTC:-07:00)"
"LAZ3","Lockers +","Active","33.42493","-111.93427","323 E. Veteranâs Way, Tempe, AZ","United States","85281","America/Phoenix (UTC:-07:00)"
"LBA1","Traditional Non-Sort","Idle","53.50023","-1.12253","Firstpoint Balby Carr Road, Doncaster","United Kingdom","DN4 5JQ","Europe/London (UTC:+01:00)"
"LBA2","Traditional Non-Sort","Active","53.485","-1.10118","IP1, iPort Avenue, Doncaster","United Kingdom","DN11 0BG","Europe/London (UTC:+01:00)"
"LBA3","Traditional Non-Sort","Idle","53.50106","-1.13323","Unit 3, Doncaster","United Kingdom","DN4 5JP","Europe/London (UTC:+01:00)"
"LBA4","IXD","Active","53.47314","-1.1103","IP9?, Toronto Way, Doncaster","United Kingdom","DN11 0GU","Europe/London (UTC:+01:00)"
"LBA5","AR Sortable","Active","53.77752","-1.48518","Gateway 45, Leeds","United Kingdom","LS9 0PS","Europe/London (UTC:+01:00)"
"LBA8","Sort Center","Active","53.78438","-1.48331","Plot B, Logic Leeds, Leeds","United Kingdom","LS15 0BF","Europe/London (UTC:+01:00)"
"LBA9","Sort Center","Active","53.68982","-1.26903","Wakefield 515 Grovehall Lane, Knottingley","United Kingdom","WF11 0AB","Europe/London (UTC:+01:00)"
"LBB1","Lockers +","Active","33.58803","-101.81123","2407 9th Street, Lubbock, TX","United States","79408","America/Chicago (UTC:-05:00)"
"LBB5","Sort Center","Active","33.63102","-101.8244","1110 E Hunter Street, Lubbock, TX","United States","79401","America/Chicago (UTC:-05:00)"
"LBDLa","SPP","Active","42.01545","-72.52854","35 Bacon Road, Enfield, CT","United States","06082","America/New_York (UTC:-04:00)"
"LBE1","IXD","Active","40.22941","-79.62128","Glenn Fox Road and Siebe Drive, New Stanton Borough, PA","United States","15672","America/New_York (UTC:-04:00)"
"LBHM2","SPP","Idle","32.28322","-86.34752","Hyundai Blvd & US 31, Montgomery, AL","United States","36105","America/Chicago (UTC:-05:00)"
"LBK1","Lockers +","Active","40.71196","-73.94211","773 Grand St, Brooklyn, NY","United States","11211","America/New_York (UTC:-04:00)"
"LBM4","Lockers +","Active","39.32768","-76.61574","3201 Saint Paul St, Baltimore, MD","United States","21218","America/New_York (UTC:-04:00)"
"LBNA6","SPP","Active","36.10145","-86.75501","2960 Armory Drive, Nashville, TN","United States","37204","America/Chicago (UTC:-05:00)"
"LBU1","Lockers +","Active","43.00016","-78.90969","800 Riverwalk Parkway, Tonawanda, NY","United States","14150","America/New_York (UTC:-04:00)"
"LCA6","Lockers +","Active","32.74969","-117.201","2727 Kurtz Street, San Diego, CA","United States","92110","America/Los_Angeles (UTC:-07:00)"
"LCB5","RSR","Active","41.06874","-83.62529","1601 Production Dr, Findlay, OH","United States","45840","America/New_York (UTC:-04:00)"
"LCJ2","HazMat","Active","51.61833","19.35899","Pawlikowice 155, Pawlikowice","Poland","95-200","Europe/Warsaw (UTC:+02:00)"
"LCJ3","Kariba","Active","51.70268","19.48932","JÃ³zefÃ³w 3A Street, LÃ³dz","Poland","90-001","Europe/Warsaw (UTC:+02:00)"
"LCL4","Lockers +","Active","35.21049","-80.69029","9020 Albemarle Rd, Charlotte, NC","United States","28227","America/New_York (UTC:-04:00)"
"LCT1","SPP","Idle","41.51323","-73.04641","191 Sheridan Dr, Naugatuck, CT","United States","06770","America/New_York (UTC:-04:00)"
"LCT2","SPP","Active","41.53028","-73.02282",", Waterbury, CT","United States","06706","America/New_York (UTC:-04:00)"
"LCY2","AR Sortable","Active","51.46803","0.35345","Dock Road, Tilbury","United Kingdom","RM18 7EH","Europe/London (UTC:+01:00)"
"LCY3","AR Sortable","Active","51.46531","0.2442","Unit 1, The Powerhouse, Dartford","United Kingdom","DA1 5XU","Europe/London (UTC:+01:00)"
"LCY5","Make on Demand","Active","51.89019","-0.50918","DC2, Boscombe Road, Dunstable","United Kingdom","LU5 4RW","Europe/London (UTC:+01:00)"
"LCY8","Sort Center","Active","51.43345","0.61347","Unit 1a Kingsnorth Commercial Park, Rochester","United Kingdom","ME3 9ND","Europe/London (UTC:+01:00)"
"LDC1","Lockers +","Active","38.90809","-77.02381","1331 9th St. NW, Washington, DC","United States","20001","America/New_York (UTC:-04:00)"
"LDC7","Lockers +","Active","38.90751","-77.07274","3700 O St NW, Washington D.C., DC","United States","20057","America/New_York (UTC:-04:00)"
"LDJ5","Sort Center","Active","40.62103","-74.18477","526 Gulf Avenue, Staten Island, NY","United States","10314","America/New_York (UTC:-04:00)"
"LDT4","Lockers +","Active","42.27476","-83.73388","1208 - 1214 South University Ave, Ann Arbor, MI","United States","48104","America/Detroit (UTC:-04:00)"
"LEJ1","Mixed","Active","51.36196","12.45254","Amazonstr. 1, Leipzig","Germany","04347","Europe/Berlin (UTC:+02:00)"
"LEJ1_WFS","Office","Active","51.3626","12.44639","Torgauer StraÃe 233, Leipzig","Germany","04347","Europe/Berlin (UTC:+02:00)"
"LEJ12_WFS","Office","Active","50.87579","12.07686","Heinrichsstrasse 30, Gera","Germany","07545","Europe/Berlin (UTC:+02:00)"
"LEJ3","Traditional Non-Sort","Active","52.05829","11.55691","Bielefelder Str. 9, Suelzetal","Germany","39171","Europe/Berlin (UTC:+02:00)"
"LEJ4","Make on Demand","Active","51.36196","12.45254","Amazonstr. 1, Leipzig","Germany","04347","Europe/Berlin (UTC:+02:00)"
"LEJ5","AR Sortable","Active","50.95209","12.12227","Am Steingarten 2, Gera","Germany","07554","Europe/Berlin (UTC:+02:00)"
"LEJ7","Sort Center","Active","51.47844","12.08905","Orionstrasse 4, Kabelsketal","Germany","06184","Europe/Berlin (UTC:+02:00)"
"LEU2","Lockers +","Active","44.04403","-123.07058","1410 Agate Street, Eugene, OR","United States","97403","America/Los_Angeles (UTC:-07:00)"
"LEX1","Returns","Active","38.0763","-84.53449","1850 Mercer Road, Lexington, KY","United States","40511","America/New_York (UTC:-04:00)"
"LEX2","Returns","Active","38.07471","-84.54925","172 Trade Street, Lexington, KY","United States","40511","America/New_York (UTC:-04:00)"
"LEX3","Make on Demand","Active","38.0763","-84.53449","1850 Mercer Road, Lexington, KY","United States","40511","America/New_York (UTC:-04:00)"
"LFL2","Lockers +","Active","26.26399","-80.13817","2800 North Andrews Avenue Extension, Pompano Beach, FL","United States","33064","America/New_York (UTC:-04:00)"
"LFT1","Traditional Non-Sort","Active","30.31326","-92.02552","3550 NW Evangeline Throughway, Carencro, LA","United States","70501","America/Chicago (UTC:-05:00)"
"LFT2","Lockers +","Active","32.95188","-97.02673","2701 West Bethel Road, Dallas, TX","United States","75019","America/Chicago (UTC:-05:00)"
"LGA5","Sort Center","Active","40.53231","-74.38291","2205 State Route 27, Edison, NJ","United States","08817","America/New_York (UTC:-04:00)"
"LGA6","AR Sortable","Active","40.59553","-74.22561","8003 Industrial Avenue, Carteret, NJ","United States","07008","America/New_York (UTC:-04:00)"
"LGA7","Sort Center","Active","40.56396","-74.22087","380 Middlesex Avenue, Carteret, NJ","United States","07008","America/New_York (UTC:-04:00)"
"LGA9","AR Sortable","Active","40.52809","-74.38096","2170 Route 27, Edison, NJ","United States","08817","America/New_York (UTC:-04:00)"
"LGB2","Lockers +","Active","33.78017","-118.11464","6049 East 7th Street, Long Beach, CA","United States","90840","America/Los_Angeles (UTC:-07:00)"
"LGB3","AR Sortable","Active","33.99836","-117.5527","4950 Goodman Way, Eastvale, CA","United States","91752","America/Los_Angeles (UTC:-07:00)"
"LGB4","Traditional Non-Sort","Active","34.07958","-117.20367","27517 Pioneer Avenue, Redlands, CA","United States","92374","America/Los_Angeles (UTC:-07:00)"
"LGB5","Sort Center","Active","34.0782","-117.27344","555 East Orange Show Road, San Bernardino, CA","United States","92408","America/Los_Angeles (UTC:-07:00)"
"LGB6","Traditional Non-Sort","Active","33.87984","-117.29933","20901 Krameria Avenue, Riverside, CA","United States","92518","America/Los_Angeles (UTC:-07:00)"
"LGB7","AR Sortable","Active","34.13195","-117.40531","1660 N. Linden Avenue, Rialto, CA","United States","92376","America/Los_Angeles (UTC:-07:00)"
"LGB8","IXD","Active","34.12961","-117.40534","1568 N. Linden Avenue, Rialto, CA","United States","92377","America/Los_Angeles (UTC:-07:00)"
"LGB9","AMXL","Active","33.85","-117.22314","4375 North Perris Boulevard, Perris, CA","United States","92571","America/Los_Angeles (UTC:-07:00)"
"LGSPa","SPP","Active","34.84925","-82.13589","160 Smith Farms Parkway, Greer, SC","United States","29651","America/New_York (UTC:-04:00)"
"LHO3","Lockers +","Active","29.76055","-95.77545","1315 Grand PKWY, Katy, TX","United States","77494","America/Chicago (UTC:-05:00)"
